PrimaryKey,SecondaryKey,TitleName,TitleNameComment,Name,Comment,Desc,Comment1,NameTag,BalloonNameHide,Icon,Level,Model,ModelSize,Grade,Type,Type1,BeKilledShare,Size,Weight,Parts,DieType,DieAni,DiePhysics,DieGibs,InvokeTrigger,Exp,MoneyPercent,MoneyValue,DropIndex1,DropIndex2,DropIndex3,InteractionRange,PathfindingType,MoveCollison,BlockPCRootMotionSkillPenetrate,ImmuneIndex,Ticketdistance,Detourrange,ShowDamageHighlight,BehitTwistYawMin,BehitTwistYawMax,BehitTwistPitchMin,BehitTwistPitchMax,BehitTwistRollMin,BehitTwistRollMax,MinimumDistance,StatType,AttackPower,Hp,Hp_Count,Mp,CombatHpRecovery,TargetUI,TargetUI_Design,LifeVessel,WalkSpeed,MoveSpeed,Attribute,Coefficient,Hitratio,Crtratio,Dodge,Def,Res,Crtblock,AiIndex,AggroType,AggroTickMin,AggroTickMax,AttackType,MoveRange,WarRange,PursuitRange,SpTime,SpInvincibleDuration,DieSkillIndex,DieSkillPercent,BorderLine,DestroySkillIndex,DestroySkillPercent,SpBuffIndex1,SpBuffIndex2,SpBuffIndex3,SightType,SightAngle1,SightRange1,SightAngle2,SightRange2,WatchAngle,Tribe,HelpType,HelpRange,HelpValue,WarlikeValue,AttackCooltimeMin,AttackCooltimeMax,FirstSkill1,FirstSkill2,FirstSkill1Per,FirstSkill2Per,SecondSkill1,SecondSkill2,SecondSkill3,SecondSkill4,SecondSkill1Per,SecondSkill2Per,SecondSkill3Per,SecondSkill4Per,ModPoint01,ModSignet01Min,ModSignet01Max,BehitDistRate,BehitHeightRate,BehitTimeRate,DieRagDollValueRateStart,DieRagDollValueRateChange,DieRagDollValueRateDest,Function,FunctionType,FunctionName,Relation,SubFactionId,Attack,SummonDuration,UnsummonType,MapIcon,MapPriority,InteractionKeyIcon,InteractionKeyString,ClickActionId,ClickActionTime,CommonActionDesc,AttackTargetDistance,SummonType,SummonSpawnAction,SummonAiType,SummonLifetime,SummonGroup,SummonCount,ExclusionGroup,ExclusionRange,SummonAmount,SummonFollowRange,SummonApproachRange,AttackSightRange1,SummonReturnRange,ParticleSoundPackage,SyncTarget,StiffenPointMax,StiffenPointDecrease,ParalyzationPointMin,ParalyzationPointMax,ParalyzationPointDecrease,ParalyzationPercent
120340,,,,tip.name.npc_monster_120340,역병 인도자,,아길로스의 머리_마법,1,0,0,14,EFDLChar_MN_AHPI_00.MN_AHPI_00,100,5,0,0,0,3,0,0,1,100,0,0,1,100,0,100,1005,11002,0,0,2,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,60,6,2,100,0,1,,0,100,200,0,100,100,100,100,100,100,100,7290,0,1000,1000,1,300,0,0,60,1000,0,0,0,,,,,,1,360,750,0,0,0,100000,0,0,1,1,0,500,101370,101371,50,50,0,0,0,0,0,0,0,25,25,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
120390,,,,tip.name.npc_monster_120390,바즐라,,아길로스의 꼬리_물리,1,0,0,16,EFDLChar_MN_CDEBZ_00.MN_CDEBZ_00,100,5,0,0,0,3,0,0,1,100,0,0,1,100,0,100,1105,11005,0,0,2,0,1,1002,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,110,40,5,100,0,1,,0,100,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,5000,5000,60,1000,0,0,0,,,,,,1,360,600,0,0,0,100000,0,0,1,1,0,500,0,0,0,0,101530,101531,101532,0,34,33,33,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
122200,,,,tip.name.npc_monster_122200,한이 서린 여인,,아르테미스 국경지대,1,0,0,15,EFDLChar_MN_MVTT_00.MN_MVTT_00,100,5,0,2,0,2,0,0,1,100,0,0,1,100,6,100,1005,11002,0,0,1,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,90,18,2,100,0,0,,0,100,200,6,100,100,100,100,100,100,100,7000,0,1000,1000,,1,150,2200,3000,60,1000,0,0,,,,,,1,360,600,0,0,0,100000,0,0,1,1,1000,2000,101680,101681,70,30,0,0,0,0,0,0,0,0,25,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
122290,,,,tip.name.npc_monster_122290,카스릭,,국경지대,1,0,0,15,EFDLChar_MN_FZKR_00.MN_FZKR_00,100,5,0,6,0,4,0,0,1,100,0,0,1,100,100,100,1005,11002,0,0,4,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,100,150,8,100,1000,2,,0,100,250,0,100,100,100,100,110,110,100,101800,3,10000,15000,2,300,3500,3000,60,1000,0,0,0,,,,,,1,360,450,0,0,0,100000,0,0,1,1,200,800,101800,101801,50,50,101802,101803,0,0,50,50,0,0,25,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
122300,,,,tip.name.npc_monster_122300,루드릭,,코일즈 계곡,1,0,0,12,EFDLChar_MN_FZKR_00.MN_FZKR_00,100,5,0,6,0,4,0,0,1,100,0,0,1,100,100,100,1005,11002,0,0,4,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,100,150,8,100,1000,2,,0,100,250,0,100,100,100,100,110,110,100,101800,3,10000,15000,2,300,3500,3000,60,1000,0,0,0,,,,,,1,360,450,0,0,0,100000,0,0,1,1,200,800,101800,101801,50,50,101802,101803,0,0,50,50,0,0,0,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
124000,,,,tip.name.npc_monster_124000,하르잘,,아길로스의 꼬리_물리,1,0,0,16,EFDLChar_MN_CDEHJ_00.MN_CDEHJ_00,100,5,0,0,0,4,0,0,1,100,0,0,1,100,0,100,1105,11005,0,0,4,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,150,110,6,100,0,1,,0,100,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,4000,3000,60,1000,0,0,0,,,,,,1,360,400,0,0,0,100000,0,0,1,1,0,500,0,0,0,0,124000,124001,124002,0,34,33,33,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
130140,,,,tip.name.npc_monster_130140,설원의 수호자,,칼날바람언덕,1,0,0,7,EFDLChar_MN_LGBK_00-1.MN_LGBK_00-1,100,4,0,0,1,4,0,0,1,100,0,0,1,100,100,100,1003,11010,0,0,3,0,1,1002,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,4,100,0,2,3,0,100,200,0,100,100,100,100,100,100,100,7010,0,1000,1000,1,300,5000,5000,60,1000,0,0,0,,,,,,1,360,400,0,0,0,100000,0,0,0,0,1000,1500,0,0,0,0,102690,102691,102692,102693,25,25,25,25,0,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
139000,,,,tip.name.npc_monster_139000,예가티,,붉은장막투기장,1,0,0,1,EFDLChar_MN_RAET_00.MN_RAET_00,120,4,0,0,0,4,0,0,7,100,0,0,1,100,0,100,0,0,0,0,5,230,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,200,0,115,110,2,100,0,2,,0,130,220,0,100,100,100,100,100,100,100,9000,0,1000,1000,0,300,0,0,60,1000,0,0,0,,,,,,1,360,3000,0,0,0,100000,0,0,0,0,1000,1500,100592,100593,50,50,0,0,0,0,0,0,0,0,25,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
139020,,,,tip.name.npc_monster_139020,듀라이크,,서클사이드_보스,1,0,0,10,EFDLChar_MN_SJDR_00.MN_SJDR_00,90,4,0,0,0,4,0,0,1,100,0,0,1,100,0,100,0,0,0,0,4,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,1,115,14750,14,100,0,2,,0,160,160,1,100,100,100,100,100,100,100,9070,0,1000,1000,1,300,5000,5000,60,1000,0,0,0,,,,,,1,360,800,0,0,0,0,0,0,0,0,1000,1500,0,0,0,0,101000,101002,101003,0,34,33,33,0,0,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
149000,,,,tip.name.npc_monster_149000,파로멘자,,시간이 멈춘 사원_근원거리물마,1,0,0,10,EFDLChar_MN_TSPM_00.MN_TSPM_00,100,4,0,0,0,3,0,0,1,100,0,0,1,100,0,100,0,0,0,0,4,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,4,100,0,1,,0,100,300,0,100,100,100,100,100,100,100,101090,0,1000,1000,1,300,4000,3000,60,1000,0,0,0,,,,,,1,360,400,0,0,0,100000,0,0,0,0,0,500,0,0,0,0,101090,101091,101092,101093,100,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
149020,,,,tip.name.npc_monster_149020,Dr. 아이히만,,아이히만 연구기지,1,0,0,3,EFDLChar_MN_ELAH_00.MN_ELAH_00,100,4,0,0,0,4,0,0,1,100,0,0,1,100,0,100,0,0,0,0,7,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,115,110,2,100,0,1,,0,75,200,0,100,100,100,100,100,100,100,9010,0,1000,1000,1,300,4000,3000,60,1000,0,0,0,,,,,,1,360,3000,0,0,0,100000,0,0,0,0,0,500,0,0,0,0,100530,100531,100532,0,34,33,33,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
150100,,,,tip.name.npc_monster_150100,리디아,,카양겔_원거리마법,1,0,0,70,EFDLChar_NP_KGLA_00.NP_KGLA_00,100,5,0,0,0,2,0,0,3,50,50,0,1,100,0,100,1105,11005,0,0,1,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,130,220,6,100,0,1,,0,110,280,0,100,100,100,100,100,100,100,7000,0,1000,1000,0,150,2200,1400,60,1000,0,0,0,,,,,,1,360,450,0,0,0,100000,1,300,1,1,0,500,120250,0,100,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
150120,,,,tip.name.npc_monster_150120,발디르,,카양겔_근거리물리,1,0,0,60,EFDLChar_NP_CVHS_00.NP_CVHS_00,100,5,0,0,0,2,0,0,4,0,0,100,1,100,0,100,1105,11005,0,0,1,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,130,220,6,100,0,1,,0,120,150,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,150,4000,3000,60,1000,0,0,0,,,,,,1,360,800,0,0,0,100000,1,300,1,1,0,500,1100031,0,100,0,0,0,0,0,0,0,0,0,25,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
150310,,,,tip.name.npc_monster_150310,다이나웨일,,카양겔_근거리물리,1,0,0,60,EFDLChar_MN_KGGW_03.MN_KGGW_03,100,5,0,0,0,5,0,0,7,100,0,0,1,100,0,100,1105,11005,0,0,7,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,130,220,6,100,0,1,,0,100,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,2200,1400,60,1000,0,0,0,,,,,,1,360,1500,0,0,0,100000,0,0,1,1,0,500,150310,150311,50,50,0,0,0,0,0,0,0,0,25,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
160000,,,,tip.name.npc_monster_160000,마네스,,루테란 서부 자고라스산 버려진 요새,1,0,0,20,EFDLChar_MN_REMN_00.MN_REMN_00,100,5,0,0,0,3,0,0,1,100,0,0,1,100,100,100,1005,11002,0,0,3,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,100,150,1,100,0,2,,0,100,250,0,100,100,100,100,100,100,100,7010,0,1000,1000,1,400,2200,2000,60,1000,0,0,0,,,,,,1,360,400,0,0,0,100000,0,0,1,1,3000,3000,0,0,0,0,160000,160001,160002,160006,15,25,25,35,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
160470,,,,tip.name.npc_monster_160470,자이언트 웜_인스,,아레갈 소금평원_인스,1,0,0,17,EFDLChar_NP_ASGW_00.NP_ASGW_00,100,5,0,0,0,2,0,0,1,100,0,0,1,100,6,100,1005,11002,0,0,2,0,1,1001,800,0,0,-12385,12385,-12385,12385,-12385,12385,0,0,90,18,2,100,0,1,,0,150,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,1,300,4000,3000,60,1000,0,0,0,,,,,,1,360,400,0,0,0,100000,0,0,1,1,1000,2000,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
160830,,,,tip.name.npc_monster_160830,칼라도세,,사피라 동굴,1,0,0,19,EFDLChar_MN_CDEKK_00-1.MN_CDEKK_00-1,100,5,0,0,0,3,0,0,1,100,0,0,1,100,100,100,1005,11002,0,0,3,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,90,18,1,100,0,2,,0,100,200,0,100,100,100,100,100,100,100,160830,0,1000,1000,1,400,2200,2000,60,1000,0,0,0,,,,,,1,360,400,0,0,0,100000,0,0,1,1,1000,1000,160830,160831,50,50,160832,160833,160834,160835,25,25,25,25,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
180110,,,,tip.name.npc_monster_180110,백색의 마법사,,왕의무덤_근원거리마법,1,0,0,30,EFDLChar_MN_LRRU_00.MN_LRRU_00,100,3,0,0,0,2,0,0,6,0,50,50,1,100,0,100,1103,11005,0,0,1,0,1,1002,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,130,220,6,100,0,1,,0,100,200,0,100,100,100,100,100,100,100,7000,0,1000,1000,0,300,4000,3000,60,1000,0,0,0,,,,,,1,360,800,0,0,0,100000,1,300,1,1,0,500,0,0,0,0,180050,180051,180052,180053,25,25,25,25,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
180120,,,,tip.name.npc_monster_180120,자간,,루테란 왕의 무덤_나선내부,1,0,0,30,EFDLChar_MN_LRZG_00-1.MN_LRZG_00-1,100,5,0,0,0,5,0,0,1,100,0,0,1,100,0,100,0,0,0,0,7,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,130,220,6,100,0,1,,0,0,0,0,100,100,100,100,100,100,100,9061,0,1000,1000,1,0,0,0,60,1000,0,0,0,,,,,,1,360,10000,0,0,180,100000,0,0,0,0,0,500,101310,101311,50,50,0,0,0,0,0,0,0,0,0,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
180121,,,,tip.name.npc_monster_180121,자간,,루테란 왕의 무덤_나선최상층_1페이즈,1,0,0,30,EFDLChar_MN_LRZG_00.MN_LRZG_00,100,5,0,0,0,5,0,0,1,100,0,0,1,100,0,100,0,0,0,0,7,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,130,220,6,100,0,1,,3,0,0,0,100,100,100,100,100,100,100,9060,0,1000,1000,1,0,0,0,60,1000,0,0,0,,,,,,1,360,10000,0,0,180,100000,0,0,0,0,0,500,180101,180108,50,50,180102,180103,180109,0,34,33,33,0,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
180122,,,,tip.name.npc_monster_180122,자간,,루테란 왕의 무덤_나선최상층_2페이즈,1,0,0,30,EFDLChar_MN_LRZG_00.MN_LRZG_00,100,5,0,0,0,5,0,0,1,100,0,0,1,100,0,100,0,0,0,0,7,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,130,220,6,100,0,1,,2,0,0,0,100,100,100,100,100,100,100,9062,0,1000,1000,1,0,0,0,60,1000,0,0,0,,,,,,1,360,10000,0,0,180,100000,0,0,0,0,0,500,180104,180103,70,30,180101,180102,180108,180109,25,25,25,25,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
180123,,,,tip.name.npc_monster_180123,자간,,루테란 왕의 무덤_나선최상층_3페이즈,1,0,0,30,EFDLChar_MN_LRZG_00.MN_LRZG_00,100,5,0,0,0,5,0,0,1,100,0,0,1,100,0,100,1105,11005,0,0,7,0,1,1001,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,130,220,6,100,0,1,,1,0,0,0,100,100,100,100,100,100,100,9063,0,1000,1000,1,0,0,0,60,1000,0,0,0,,,,,,1,360,10000,0,0,180,100000,0,0,0,0,0,500,180104,180103,70,30,180101,180102,180108,180109,25,25,25,25,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
200260,,,,tip.name.npc_monster_200260,탐욕의 정수,,애니츠 프롤로그_델파이 객잔_욕망군단 악마,1,0,0,3,EFDLChar_MN_MVDR_00-1.MN_MVDR_00-1,100,4,0,0,0,4,0,0,1,100,0,0,1,100,100,100,100319,11000,,0,4,0,1,1002,800,0,1,-12385,12385,-12385,12385,-12385,12385,0,0,100,100,2,100,0,2,,0,100,200,0,100,100,100,100,100,100,100,7010,0,1000,1000,2,300,4000,3000,60,1000,0,0,0,,,,,,1,360,800,0,0,0,100000,0,0,1,1,1000,1000,0,0,0,0,102670,102671,102672,102673,25,25,25,25,,,,,,,1.7,0.9,0.7,,,,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,0,0,0
